year,state,congressional_district,party,candidatevotes,totalvotes
1980,PENNSYLVANIA,11,REPUBLICAN,93621,180324
1980,PENNSYLVANIA,12,DEMOCRAT,106750,179749
1980,PENNSYLVANIA,13,REPUBLICAN,138212,197584
1980,PENNSYLVANIA,14,DEMOCRAT,102545,149624
1980,PENNSYLVANIA,15,REPUBLICAN,99874,167725
1980,PENNSYLVANIA,16,REPUBLICAN,129765,168656
1980,PENNSYLVANIA,17,DEMOCRAT,97995,161785
1980,PENNSYLVANIA,18,DEMOCRAT,127641,186462
1980,PENNSYLVANIA,19,REPUBLICAN,136873,180002
1980,PENNSYLVANIA,20,DEMOCRAT,122100,168413
1980,PENNSYLVANIA,21,DEMOCRAT,112427,164248
1980,PENNSYLVANIA,22,DEMOCRAT,118084,169768
1980,PENNSYLVANIA,23,REPUBLICAN,122855,167046
1980,PENNSYLVANIA,24,REPUBLICAN,86687,174555
1980,PENNSYLVANIA,25,DEMOCRAT,119817,178585
1980,RHODE ISLAND,1,DEMOCRAT,120756,178600
1980,RHODE ISLAND,2,REPUBLICAN,115057,208027
1980,SOUTH CAROLINA,1,REPUBLICAN,81988,158731
1980,SOUTH CAROLINA,2,REPUBLICAN,92306,165659
1980,SOUTH CAROLINA,3,DEMOCRAT,87680,146638
1980,SOUTH CAROLINA,4,REPUBLICAN,90941,97925
1980,SOUTH CAROLINA,5,DEMOCRAT,99773,114025
1980,SOUTH CAROLINA,6,REPUBLICAN,75964,146711
1980,SOUTH DAKOTA,1,DEMOCRAT,109910,167065
1980,SOUTH DAKOTA,2,REPUBLICAN,88991,152438
1980,TENNESSEE,1,REPUBLICAN,130296,151129
1980,TENNESSEE,2,REPUBLICAN,147947,194527
1980,TENNESSEE,3,DEMOCRAT,117355,192156
1980,TENNESSEE,4,DEMOCRAT,137612,173570
1980,TENNESSEE,5,DEMOCRAT,118506,181262
1980,TENNESSEE,6,REPUBLICAN,127945,128511
1980,TENNESSEE,7,DEMOCRAT,133606,172835
1980,TENNESSEE,8,DEMOCRAT,110139,110207
1980,TEXAS,1,DEMOCRAT,137665,137665
1980,TEXAS,2,DEMOCRAT,142496,205768
1980,TEXAS,3,REPUBLICAN,218228,275234
1980,TEXAS,4,DEMOCRAT,102787,196702
1980,TEXAS,5,DEMOCRAT,70892,139035
1980,TEXAS,6,DEMOCRAT,144816,204319
1980,TEXAS,7,REPUBLICAN,242810,295684
1980,TEXAS,8,REPUBLICAN,72856,140777
1980,TEXAS,9,DEMOCRAT,103225,103574
1980,TEXAS,10,DEMOCRAT,135618,229424
1980,TEXAS,11,DEMOCRAT,128520,128520
1980,TEXAS,12,DEMOCRAT,99104,165390
1980,TEXAS,13,DEMOCRAT,98779,179598
1980,TEXAS,14,DEMOCRAT,93884,165379
1980,TEXAS,15,DEMOCRAT,105325,150415
1980,TEXAS,16,DEMOCRAT,104734,123744
1980,TEXAS,17,DEMOCRAT,130465,130465
1980,TEXAS,18,DEMOCRAT,71985,90096
1980,TEXAS,19,DEMOCRAT,126632,135424
1980,TEXAS,20,DEMOCRAT,84113,102685
1980,TEXAS,21,REPUBLICAN,196424,256744
1980,TEXAS,22,REPUBLICAN,106797,209251
1980,TEXAS,23,DEMOCRAT,104595,149780
1980,TEXAS,24,DEMOCRAT,93690,152862
1980,UTAH,1,REPUBLICAN,157111,301570
1980,UTAH,2,REPUBLICAN,194885,290765
1980,VERMONT,0,REPUBLICAN,154274,194697
1980,VIRGINIA,1,REPUBLICAN,130130,143839
1980,VIRGINIA,2,REPUBLICAN,97319,108328
1980,VIRGINIA,3,REPUBLICAN,96524,186912
1980,VIRGINIA,4,REPUBLICAN,92557,152494
1980,VIRGINIA,5,DEMOCRAT,112143,112218
1980,VIRGINIA,6,REPUBLICAN,123125,124143
1980,VIRGINIA,7,REPUBLICAN,139957,140396
1980,VIRGINIA,8,REPUBLICAN,95624,195897
1980,VIRGINIA,9,REPUBLICAN,119196,171864
1980,VIRGINIA,10,REPUBLICAN,110840,216744
1980,WASHINGTON,1,REPUBLICAN,180475,230534
1980,WASHINGTON,2,DEMOCRAT,162002,253688
1980,WASHINGTON,3,DEMOCRAT,155906,248778
1980,WASHINGTON,4,REPUBLICAN,134691,234805
1980,WASHINGTON,5,DEMOCRAT,120530,232235
1980,WASHINGTON,6,DEMOCRAT,122903,229139
1980,WASHINGTON,7,DEMOCRAT,112848,197066
1980,WEST VIRGINIA,1,DEMOCRAT,107471,168909
1980,WEST VIRGINIA,2,REPUBLICAN,102805,183745
1980,WEST VIRGINIA,3,REPUBLICAN,94583,179563
1980,WEST VIRGINIA,4,DEMOCRAT,117595,153615
1980,WISCONSIN,1,DEMOCRAT,126222,224442
1980,WISCONSIN,2,DEMOCRAT,142037,263138
1980,WISCONSIN,3,REPUBLICAN,132001,258868
1980,WISCONSIN,4,DEMOCRAT,146437,209139
1980,WISCONSIN,5,DEMOCRAT,129574,168218
1980,WISCONSIN,6,REPUBLICAN,143980,242611
1980,WISCONSIN,7,DEMOCRAT,164340,254107
1980,WISCONSIN,8,REPUBLICAN,169664,250726
1980,WISCONSIN,9,REPUBLICAN,206227,263079
1980,WYOMING,0,REPUBLICAN,116361,169699
1982,ALABAMA,1,REPUBLICAN,87901,144028
1982,ALABAMA,2,REPUBLICAN,83290,165194
1982,ALABAMA,3,DEMOCRAT,100864,104784
1982,ALABAMA,4,DEMOCRAT,118595,118607
1982,ALABAMA,5,DEMOCRAT,108807,134880
1982,ALABAMA,6,DEMOCRAT,88029,165387
1982,ALABAMA,7,DEMOCRAT,124070,128139
1982,ALASKA,0,REPUBLICAN,128274,181084
1982,ARIZONA,1,REPUBLICAN,89116,135227
1982,ARIZONA,2,DEMOCRAT,73468,103674
1982,ARIZONA,3,REPUBLICAN,101198,159842
1982,ARIZONA,4,REPUBLICAN,95620,145466
1982,ARIZONA,5,DEMOCRAT,82938,166802
1982,ARKANSAS,1,DEMOCRAT,124208,191635
1982,ARKANSAS,2,REPUBLICAN,96775,179688
1982,ARKANSAS,3,REPUBLICAN,133909,202998
1982,ARKANSAS,4,DEMOCRAT,121256,184917
1982,CALIFORNIA,1,DEMOCRAT,107749,216166
1982,CALIFORNIA,2,REPUBLICAN,116172,200612
1982,CALIFORNIA,3,DEMOCRAT,194680,217196
1982,CALIFORNIA,4,DEMOCRAT,118476,185523
1982,CALIFORNIA,5,DEMOCRAT,103268,178311
1982,CALIFORNIA,6,DEMOCRAT,96379,184064
1982,CALIFORNIA,7,DEMOCRAT,126952,188869
1982,CALIFORNIA,8,DEMOCRAT,121537,217231
1982,CALIFORNIA,9,DEMOCRAT,104393,172095
1982,CALIFORNIA,10,DEMOCRAT,77263,123281
1982,CALIFORNIA,11,DEMOCRAT,109812,192372
1982,CALIFORNIA,12,REPUBLICAN,115365,183208
1982,CALIFORNIA,13,DEMOCRAT,110805,168164
1982,CALIFORNIA,14,REPUBLICAN,134225,211625
1982,CALIFORNIA,15,DEMOCRAT,86022,135043
1982,CALIFORNIA,16,DEMOCRAT,142630,167078
1982,CALIFORNIA,17,REPUBLICAN,80271,148635
1982,CALIFORNIA,18,DEMOCRAT,92762,155927
1982,CALIFORNIA,19,REPUBLICAN,112486,184246
1982,CALIFORNIA,20,REPUBLICAN,123312,181081
1982,CALIFORNIA,21,REPUBLICAN,138474,192767
1982,CALIFORNIA,22,REPUBLICAN,145831,198222
1982,CALIFORNIA,23,DEMOCRAT,120788,202819
1982,CALIFORNIA,24,DEMOCRAT,88516,136069
1982,CALIFORNIA,25,DEMOCRAT,71106,83166
1982,CALIFORNIA,26,DEMOCRAT,97383,163455
1982,CALIFORNIA,27,DEMOCRAT,108347,182217
1982,CALIFORNIA,28,DEMOCRAT,103469,131152
1982,CALIFORNIA,29,DEMOCRAT,97028,121596
1982,CALIFORNIA,30,DEMOCRAT,60905,113082
1982,CALIFORNIA,31,DEMOCRAT,86718,119761
1982,CALIFORNIA,32,DEMOCRAT,84663,145999
1982,CALIFORNIA,33,REPUBLICAN,112362,172350
1982,CALIFORNIA,34,DEMOCRAT,68316,119342
1982,CALIFORNIA,35,REPUBLICAN,112786,165135
1982,CALIFORNIA,36,DEMOCRAT,76546,140907
1982,CALIFORNIA,37,REPUBLICAN,105065,177872
1982,CALIFORNIA,38,DEMOCRAT,73914,141182
1982,CALIFORNIA,39,REPUBLICAN,129539,179372
1982,CALIFORNIA,40,REPUBLICAN,144228,201600
1982,CALIFORNIA,41,REPUBLICAN,140130,203461
1982,CALIFORNIA,42,REPUBLICAN,142845,207049
1982,CALIFORNIA,43,REPUBLICAN,66444,180736
1982,CALIFORNIA,44,DEMOCRAT,78474,120825
1982,CALIFORNIA,45,REPUBLICAN,117771,171758
1982,COLORADO,1,DEMOCRAT,94969,157597
1982,COLORADO,2,DEMOCRAT,101194,163636
1982,COLORADO,3,DEMOCRAT,92384,172888
1982,COLORADO,4,REPUBLICAN,105550,151300
1982,COLORADO,5,REPUBLICAN,84479,141871
1982,COLORADO,6,REPUBLICAN,98909,159112
1982,CONNECTICUT,1,DEMOCRAT,126798,186110
1982,CONNECTICUT,2,DEMOCRAT,95254,170803
1982,CONNECTICUT,3,DEMOCRAT,90638,181449
1982,CONNECTICUT,4,REPUBLICAN,93660,165897
1982,CONNECTICUT,5,DEMOCRAT,101362,173373
1982,CONNECTICUT,6,REPUBLICAN,99703,192972
1982,DELAWARE,0,DEMOCRAT,98533,188064
1982,FLORIDA,1,DEMOCRAT,82569,110942
1982,FLORIDA,2,DEMOCRAT,79143,128244
1982,FLORIDA,3,DEMOCRAT,73802,87774
1982,FLORIDA,4,DEMOCRAT,83895,125352
1982,FLORIDA,5,REPUBLICAN,69993,119063
1982,FLORIDA,6,DEMOCRAT,85825,139897
1982,FLORIDA,7,DEMOCRAT,85331,114963
1982,FLORIDA,8,REPUBLICAN,1,1
1982,FLORIDA,9,REPUBLICAN,95009,185742
1982,FLORIDA,10,DEMOCRAT,1,1
1982,FLORIDA,11,DEMOCRAT,101746,144168
1982,FLORIDA,12,REPUBLICAN,81893,155806
1982,FLORIDA,13,REPUBLICAN,132951,204190
1982,FLORIDA,14,DEMOCRAT,128646,176206
1982,FLORIDA,15,REPUBLICAN,89158,156241
1982,FLORIDA,16,DEMOCRAT,91888,135346
1982,FLORIDA,17,DEMOCRAT,1,1
1982,FLORIDA,18,DEMOCRAT,72183,101379
1982,FLORIDA,19,DEMOCRAT,74312,126281
1982,GEORGIA,1,DEMOCRAT,65625,102425
1982,GEORGIA,2,DEMOCRAT,73897,73905
1982,GEORGIA,3,DEMOCRAT,74626,105171
1982,GEORGIA,4,DEMOCRAT,38758,59184
1982,GEORGIA,5,DEMOCRAT,53264,65955
1982,GEORGIA,6,REPUBLICAN,62352,112812
1982,GEORGIA,7,DEMOCRAT,71647,117224
1982,GEORGIA,8,DEMOCRAT,75009,75035
1982,GEORGIA,9,DEMOCRAT,86514,112422
1982,GEORGIA,10,DEMOCRAT,80311,80323
1982,HAWAII,1,DEMOCRAT,134779,149907
1982,HAWAII,2,DEMOCRAT,132072,148008
1982,IDAHO,1,REPUBLICAN,86277,160665
1982,IDAHO,2,REPUBLICAN,83873,160481
1982,ILLINOIS,1,DEMOCRAT,172641,177462
1982,ILLINOIS,2,DEMOCRAT,140827,161794
1982,ILLINOIS,3,DEMOCRAT,137391,185659
1982,ILLINOIS,4,REPUBLICAN,79842,146172
1982,ILLINOIS,5,DEMOCRAT,110351,146322
1982,ILLINOIS,6,REPUBLICAN,97918,143168
1982,ILLINOIS,7,DEMOCRAT,133978,154974
1982,ILLINOIS,8,DEMOCRAT,124318,148985
1982,ILLINOIS,9,DEMOCRAT,114083,171529
1982,ILLINOIS,10,REPUBLICAN,90750,153868
1982,ILLINOIS,11,DEMOCRAT,134755,185722
1982,ILLINOIS,12,REPUBLICAN,86487,130701
1982,ILLINOIS,13,REPUBLICAN,113423,162530
1982,ILLINOIS,14,REPUBLICAN,98262,152180
1982,ILLINOIS,15,REPUBLICAN,105038,158344
1982,ILLINOIS,16,REPUBLICAN,89405,156287
1982,ILLINOIS,17,DEMOCRAT,94483,178887
1982,ILLINOIS,18,REPUBLICAN,97406,188694
1982,ILLINOIS,19,REPUBLICAN,94833,182064
1982,ILLINOIS,20,DEMOCRAT,100758,200109
1982,ILLINOIS,21,DEMOCRAT,89500,140608
1982,ILLINOIS,22,DEMOCRAT,123693,186972
1982,INDIANA,1,DEMOCRAT,87369,155096
1982,INDIANA,2,DEMOCRAT,107298,190891
1982,INDIANA,3,REPUBLICAN,86958,170004
1982,INDIANA,4,REPUBLICAN,110115,171198
1982,INDIANA,5,REPUBLICAN,105469,172707
1982,INDIANA,6,REPUBLICAN,131100,201864
1982,INDIANA,7,REPUBLICAN,115884,186133
1982,INDIANA,8,DEMOCRAT,100592,195725
1982,INDIANA,9,DEMOCRAT,121094,180539
1982,INDIANA,10,DEMOCRAT,114674,171863
1982,IOWA,1,REPUBLICAN,89595,151342
1982,IOWA,2,REPUBLICAN,99478,169037
1982,IOWA,3,REPUBLICAN,104072,187675
1982,IOWA,4,DEMOCRAT,118849,179972
1982,IOWA,5,DEMOCRAT,93333,158563
1982,IOWA,6,DEMOCRAT,101690,158184
1982,KANSAS,1,REPUBLICAN,115749,169133
1982,KANSAS,2,DEMOCRAT,86286,150228
1982,KANSAS,3,REPUBLICAN,82117,138696
1982,KANSAS,4,DEMOCRAT,107326,145167
1982,KANSAS,5,REPUBLICAN,103551,153121
1982,KENTUCKY,1,DEMOCRAT,48342,48355
1982,KENTUCKY,2,DEMOCRAT,49571,67138
1982,KENTUCKY,3,DEMOCRAT,92849,142597
1982,KENTUCKY,4,REPUBLICAN,74109,136750
1982,KENTUCKY,5,REPUBLICAN,52928,81217
1982,KENTUCKY,6,REPUBLICAN,68418,120360
1982,KENTUCKY,7,DEMOCRAT,82463,103899
1982,LOUISIANA,1,REPUBLICAN,1,1
1982,LOUISIANA,2,DEMOCRAT,1,1
1982,LOUISIANA,3,DEMOCRAT,1,1
1982,LOUISIANA,4,DEMOCRAT,1,1
1982,LOUISIANA,5,DEMOCRAT,1,1
1982,LOUISIANA,6,REPUBLICAN,1,1
1982,LOUISIANA,7,DEMOCRAT,1,1
1982,LOUISIANA,8,DEMOCRAT,1,1
1982,MAINE,1,REPUBLICAN,124850,247965
1982,MAINE,2,REPUBLICAN,136075,204176
1982,MARYLAND,1,DEMOCRAT,89503,129159
1982,MARYLAND,2,DEMOCRAT,83318,158380
1982,MARYLAND,3,DEMOCRAT,110042,148301
1982,MARYLAND,4,REPUBLICAN,75617,123564
1982,MARYLAND,5,DEMOCRAT,83937,105470
1982,MARYLAND,6,DEMOCRAT,102596,137917
1982,MARYLAND,7,DEMOCRAT,103496,117699
1982,MARYLAND,8,DEMOCRAT,121761,170671
1982,MASSACHUSETTS,1,REPUBLICAN,145417,146197
1982,MASSACHUSETTS,2,DEMOCRAT,118215,162773
1982,MASSACHUSETTS,3,DEMOCRAT,142611,142740
1982,MASSACHUSETTS,4,DEMOCRAT,121802,204615
1982,MASSACHUSETTS,5,DEMOCRAT,140177,165598
1982,MASSACHUSETTS,6,DEMOCRAT,117723,203584
1982,MASSACHUSETTS,7,DEMOCRAT,151305,194369
1982,MASSACHUSETTS,8,DEMOCRAT,123296,164672
1982,MASSACHUSETTS,9,DEMOCRAT,102665,160225
1982,MASSACHUSETTS,10,DEMOCRAT,138418,201436
1982,MASSACHUSETTS,11,DEMOCRAT,144132,144157
1982,MICHIGAN,1,DEMOCRAT,125517,129850
1982,MICHIGAN,2,REPUBLICAN,106960,163414
1982,MICHIGAN,3,DEMOCRAT,96842,171961
1982,MICHIGAN,4,REPUBLICAN,87489,146605
1982,MICHIGAN,5,REPUBLICAN,98650,185881
1982,MICHIGAN,6,DEMOCRAT,84778,164987
1982,MICHIGAN,7,DEMOCRAT,118538,157254
1982,MICHIGAN,8,DEMOCRAT,113515,124737
1982,MICHIGAN,9,REPUBLICAN,112504,173439
1982,MICHIGAN,10,DEMOCRAT,102048,169687
1982,MICHIGAN,11,REPUBLICAN,106039,175222
1982,MICHIGAN,12,DEMOCRAT,103851,157664
1982,MICHIGAN,13,DEMOCRAT,108351,123195
1982,MICHIGAN,14,DEMOCRAT,116421,122613
1982,MICHIGAN,15,DEMOCRAT,94950,130409
1982,MICHIGAN,16,DEMOCRAT,114006,154756
1982,MICHIGAN,17,DEMOCRAT,116901,175480
1982,MICHIGAN,18,REPUBLICAN,132902,181262
1982,MINNESOTA,1,DEMOCRAT,109257,213520
1982,MINNESOTA,2,REPUBLICAN,123508,226751
1982,MINNESOTA,3,REPUBLICAN,166891,231311
1982,MINNESOTA,4,DEMOCRAT,153494,209742
1982,MINNESOTA,5,DEMOCRAT,136634,208452
1982,MINNESOTA,6,DEMOCRAT,109246,214980
1982,MINNESOTA,7,REPUBLICAN,108254,215316
1982,MINNESOTA,8,DEMOCRAT,176392,229859
1982,MISSISSIPPI,1,DEMOCRAT,79726,112476
1982,MISSISSIPPI,2,REPUBLICAN,74450,147873
1982,MISSISSIPPI,3,DEMOCRAT,114530,123049
1982,MISSISSIPPI,4,DEMOCRAT,79977,152216
1982,MISSISSIPPI,5,REPUBLICAN,82884,105518
1982,MISSOURI,1,DEMOCRAT,102656,155255
1982,MISSOURI,2,DEMOCRAT,100770,178203
1982,MISSOURI,3,DEMOCRAT,131566,168954
1982,MISSOURI,4,DEMOCRAT,96388,175953
1982,MISSOURI,5,DEMOCRAT,96059,165989
1982,MISSOURI,6,REPUBLICAN,97993,177046
1982,MISSOURI,7,REPUBLICAN,91391,180940
1982,MISSOURI,8,REPUBLICAN,86493,162906
1982,MISSOURI,9,DEMOCRAT,99228,163170
1982,MONTANA,1,DEMOCRAT,100087,167602
1982,MONTANA,2,REPUBLICAN,79968,148937
1982,NEBRASKA,1,REPUBLICAN,137675,183368
1982,NEBRASKA,2,REPUBLICAN,92639,163349
1982,NEBRASKA,3,REPUBLICAN,171853,172364
1982,NEVADA,1,DEMOCRAT,61901,107576
1982,NEVADA,2,REPUBLICAN,70188,126496
1982,NEW HAMPSHIRE,1,DEMOCRAT,76281,138911
1982,NEW HAMPSHIRE,2,REPUBLICAN,92098,130007
1982,NEW JERSEY,1,DEMOCRAT,110570,150891
1982,NEW JERSEY,2,DEMOCRAT,102826,151128
1982,NEW JERSEY,3,DEMOCRAT,104055,166996
1982,NEW JERSEY,4,REPUBLICAN,85660,162595
1982,NEW JERSEY,5,REPUBLICAN,104695,160358
1982,NEW JERSEY,6,DEMOCRAT,100419,147434
1982,NEW JERSEY,7,REPUBLICAN,91837,164109
1982,NEW JERSEY,8,DEMOCRAT,89980,127297
1982,NEW JERSEY,9,DEMOCRAT,99090,186879
1982,NEW JERSEY,10,DEMOCRAT,76684,92852
1982,NEW JERSEY,11,DEMOCRAT,105607,164237
1982,NEW JERSEY,12,REPUBLICAN,117793,176452
1982,NEW JERSEY,13,REPUBLICAN,100061,168256
1982,NEW JERSEY,14,DEMOCRAT,94021,126606
1982,NEW MEXICO,1,REPUBLICAN,74459,141993
1982,NEW MEXICO,2,REPUBLICAN,71021,121620
1982,NEW MEXICO,3,DEMOCRAT,84669,131293
1982,NEW YORK,1,REPUBLICAN,72978,138021
1982,NEW YORK,2,DEMOCRAT,78582,126712
1982,NEW YORK,3,DEMOCRAT,93846,181133
1982,NEW YORK,4,REPUBLICAN,90041,174348
1982,NEW YORK,5,REPUBLICAN,88033,172888
1982,NEW YORK,6,DEMOCRAT,76233,99557
1982,NEW YORK,7,DEMOCRAT,79741,108845
1982,NEW YORK,8,DEMOCRAT,87042,102571
1982,NEW YORK,9,DEMOCRAT,75286,102820
1982,NEW YORK,10,DEMOCRAT,85782,113451
1982,NEW YORK,11,DEMOCRAT,39357,47010
1982,NEW YORK,12,DEMOCRAT,42401,49259
1982,NEW YORK,13,DEMOCRAT,65390,85130
1982,NEW YORK,14,REPUBLICAN,52601,120630
1982,NEW YORK,15,REPUBLICAN,62273,123698
1982,NEW YORK,16,DEMOCRAT,58134,78605
1982,NEW YORK,17,DEMOCRAT,97384,133100
1982,NEW YORK,18,DEMOCRAT,50687,57664
1982,NEW YORK,19,DEMOCRAT,77984,126825
1982,NEW YORK,20,DEMOCRAT,98425,174228
1982,NEW YORK,21,REPUBLICAN,103006,156124
1982,NEW YORK,22,REPUBLICAN,92266,174286
1982,NEW YORK,23,DEMOCRAT,164427,216083
1982,NEW YORK,24,REPUBLICAN,126101,189737
1982,NEW YORK,25,REPUBLICAN,93071,166827
1982,NEW YORK,26,REPUBLICAN,101812,152170
1982,NEW YORK,27,REPUBLICAN,95290,179186
1982,NEW YORK,28,DEMOCRAT,97068,178659
1982,NEW YORK,29,REPUBLICAN,104412,157245
1982,NEW YORK,30,REPUBLICAN,119105,174620
1982,NEW YORK,31,REPUBLICAN,121266,177305
1982,NEW YORK,32,DEMOCRAT,112189,127383
1982,NEW YORK,33,DEMOCRAT,121754,149977
1982,NEW YORK,34,DEMOCRAT,99502,165280
1982,NORTH CAROLINA,1,DEMOCRAT,79954,98342
1982,NORTH CAROLINA,2,DEMOCRAT,59617,111326
1982,NORTH CAROLINA,3,DEMOCRAT,68936,108473
1982,NORTH CAROLINA,4,DEMOCRAT,70369,137044
1982,NORTH CAROLINA,5,DEMOCRAT,87819,145707
1982,NORTH CAROLINA,6,DEMOCRAT,68696,127619
1982,NORTH CAROLINA,7,DEMOCRAT,68529,96534
1982,NORTH CAROLINA,8,DEMOCRAT,71691,124938
1982,NORTH CAROLINA,9,REPUBLICAN,64297,112786
1982,NORTH CAROLINA,10,REPUBLICAN,80904,87264
1982,NORTH CAROLINA,11,DEMOCRAT,85410,171047
1982,NORTH DAKOTA,0,DEMOCRAT,186534,260499
1982,OHIO,1,DEMOCRAT,99143,156187
1982,OHIO,2,REPUBLICAN,97434,155378
1982,OHIO,3,DEMOCRAT,119926,136754
1982,OHIO,4,REPUBLICAN,105087,162651
1982,OHIO,5,REPUBLICAN,86450,156570
1982,OHIO,6,REPUBLICAN,92135,155570
1982,OHIO,7,REPUBLICAN,87842,156146
1982,OHIO,8,REPUBLICAN,98527,148404
1982,OHIO,9,DEMOCRAT,95162,164217
1982,OHIO,10,REPUBLICAN,100044,158027
1982,OHIO,11,DEMOCRAT,93302,153242
1982,OHIO,12,REPUBLICAN,88335,175027
1982,OHIO,13,DEMOCRAT,92296,150725
1982,OHIO,14,DEMOCRAT,115629,164050
1982,OHIO,15,REPUBLICAN,104678,157887
1982,OHIO,16,REPUBLICAN,110485,167871
1982,OHIO,17,REPUBLICAN,98476,178851
1982,OHIO,18,DEMOCRAT,128665,128665
1982,OHIO,19,DEMOCRAT,111760,189942
1982,OHIO,20,DEMOCRAT,133603,156052
1982,OHIO,21,DEMOCRAT,132544,153876
1982,OKLAHOMA,1,DEMOCRAT,76379,141083
1982,OKLAHOMA,2,DEMOCRAT,111895,154193
1982,OKLAHOMA,3,DEMOCRAT,121670,148005
1982,OKLAHOMA,4,DEMOCRAT,84205,129504
1982,OKLAHOMA,5,REPUBLICAN,98979,147209
1982,OKLAHOMA,6,DEMOCRAT,102811,136330
1982,OREGON,1,DEMOCRAT,118638,220378
1982,OREGON,2,REPUBLICAN,106912,192427
1982,OREGON,3,DEMOCRAT,159416,203662
1982,OREGON,4,DEMOCRAT,115448,195524
1982,OREGON,5,REPUBLICAN,103906,202901
1982,PENNSYLVANIA,1,DEMOCRAT,103626,143416
1982,PENNSYLVANIA,2,DEMOCRAT,120744,158675
1982,PENNSYLVANIA,3,DEMOCRAT,97161,193954
1982,PENNSYLVANIA,4,DEMOCRAT,100481,167102
1982,PENNSYLVANIA,5,REPUBLICAN,90648,134818
1982,PENNSYLVANIA,6,DEMOCRAT,108230,150385
1982,PENNSYLVANIA,7,DEMOCRAT,105775,190798
1982,PENNSYLVANIA,8,DEMOCRAT,83242,165535
1982,PENNSYLVANIA,9,REPUBLICAN,92322,141905
1982,PENNSYLVANIA,10,REPUBLICAN,103617,153485
1982,PENNSYLVANIA,11,DEMOCRAT,90371,168856
1982,PENNSYLVANIA,12,DEMOCRAT,96369,157640
1982,PENNSYLVANIA,13,REPUBLICAN,109198,169824
1982,PENNSYLVANIA,14,DEMOCRAT,120980,161577
1982,PENNSYLVANIA,15,REPUBLICAN,79455,137457
1982,PENNSYLVANIA,16,REPUBLICAN,93034,130398
1982,PENNSYLVANIA,17,REPUBLICAN,84291,146265
1982,PENNSYLVANIA,18,DEMOCRAT,101807,187683
1982,PENNSYLVANIA,19,REPUBLICAN,101163,142950
1982,PENNSYLVANIA,20,DEMOCRAT,127281,167428
1982,PENNSYLVANIA,21,REPUBLICAN,80180,159631
1982,PENNSYLVANIA,22,DEMOCRAT,123716,157215
1982,PENNSYLVANIA,23,REPUBLICAN,92424,141721
1982,RHODE ISLAND,1,DEMOCRAT,97254,160131
1982,RHODE ISLAND,2,REPUBLICAN,96282,173051
1982,SOUTH CAROLINA,1,REPUBLICAN,63945,117832
1982,SOUTH CAROLINA,2,REPUBLICAN,71569,122318
1982,SOUTH CAROLINA,3,DEMOCRAT,77125,85339
1982,SOUTH CAROLINA,4,REPUBLICAN,69802,110196
1982,SOUTH CAROLINA,5,DEMOCRAT,69345,102536
1982,SOUTH CAROLINA,6,DEMOCRAT,62582,119235
1982,SOUTH DAKOTA,0,DEMOCRAT,142122,275652
1982,TENNESSEE,1,REPUBLICAN,89497,120858
1982,TENNESSEE,2,REPUBLICAN,109045,109057
1982,TENNESSEE,3,DEMOCRAT,84967,137493
1982,TENNESSEE,4,DEMOCRAT,93453,141322
1982,TENNESSEE,5,DEMOCRAT,109282,136349
1982,TENNESSEE,6,DEMOCRAT,104094,104105
1982,TENNESSEE,7,REPUBLICAN,73835,146197
1982,TENNESSEE,8,DEMOCRAT,93945,125472
1982,TENNESSEE,9,DEMOCRAT,112143,154830
1982,TEXAS,1,DEMOCRAT,100685,103283
1982,TEXAS,2,DEMOCRAT,91762,97346
1982,TEXAS,3,REPUBLICAN,99852,129528
1982,TEXAS,4,DEMOCRAT,94134,127496
1982,TEXAS,5,DEMOCRAT,52214,80530
1982,TEXAS,6,DEMOCRAT,91546,96834
1982,TEXAS,7,REPUBLICAN,108718,127922
1982,TEXAS,8,REPUBLICAN,50630,89218
1982,TEXAS,9,DEMOCRAT,78965,116897
1982,TEXAS,10,DEMOCRAT,121030,134276
1982,TEXAS,11,DEMOCRAT,83236,86395
1982,TEXAS,12,DEMOCRAT,78913,114535
1982,TEXAS,13,DEMOCRAT,86376,135820
1982,TEXAS,14,DEMOCRAT,76851,126712
1982,TEXAS,15,DEMOCRAT,76544,80002
1982,TEXAS,16,DEMOCRAT,44024,81671
1982,TEXAS,17,DEMOCRAT,109359,112630
1982,TEXAS,18,DEMOCRAT,68014,82335
1982,TEXAS,19,DEMOCRAT,89702,109970
1982,TEXAS,20,DEMOCRAT,68544,74924
1982,TEXAS,21,REPUBLICAN,106515,142872
1982,TEXAS,22,REPUBLICAN,66536,67479
1982,TEXAS,23,DEMOCRAT,51690,93528
1982,TEXAS,24,DEMOCRAT,63857,87653
1982,TEXAS,25,DEMOCRAT,63974,105914
1982,TEXAS,26,DEMOCRAT,69782,139220
1982,TEXAS,27,DEMOCRAT,66604,104044
1982,UTAH,1,REPUBLICAN,111416,177422
1982,UTAH,2,REPUBLICAN,92109,171090
1982,UTAH,3,REPUBLICAN,108478,141139
1982,VERMONT,0,REPUBLICAN,114191,164951
1982,VIRGINIA,1,REPUBLICAN,76926,142802
1982,VIRGINIA,2,REPUBLICAN,78108,78205
1982,VIRGINIA,3,REPUBLICAN,92928,156891
1982,VIRGINIA,4,DEMOCRAT,80695,148406
1982,VIRGINIA,5,DEMOCRAT,88293,88324
1982,VIRGINIA,6,DEMOCRAT,68192,137140
